model_name,max_new_tokens,temperature,top_p,top_k,repetition_penalty,unique_name,raw_prompt,thought,emotion,prompt
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My kids to not participate in any extracurricular activities at school. It's because I'm a bad parent.,anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My kids to not participate in any extracurricular activities at school. It's because I'm a bad parent.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My kids to not participate in any extracurricular activities at school. It's because I'm a bad parent.,anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My kids to not participate in any extracurricular activities at school. It's because I'm a bad parent.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My kids to not participate in any extracurricular activities at school. It's because I'm a bad parent.,disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My kids to not participate in any extracurricular activities at school. It's because I'm a bad parent.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My kids to not participate in any extracurricular activities at school. It's because I'm a bad parent.,helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My kids to not participate in any extracurricular activities at school. It's because I'm a bad parent.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","My feet smell, no one will ever love me.",Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My feet smell, no one will ever love me.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","My feet smell, no one will ever love me.",anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My feet smell, no one will ever love me.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","My feet smell, no one will ever love me.",anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My feet smell, no one will ever love me.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","My feet smell, no one will ever love me.",disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My feet smell, no one will ever love me.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","My feet smell, no one will ever love me.",helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My feet smell, no one will ever love me.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My last interview for a job went bad because I know the interviewer didn't like my tie.,Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My last interview for a job went bad because I know the interviewer didn't like my tie.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My last interview for a job went bad because I know the interviewer didn't like my tie.,anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My last interview for a job went bad because I know the interviewer didn't like my tie.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My last interview for a job went bad because I know the interviewer didn't like my tie.,anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My last interview for a job went bad because I know the interviewer didn't like my tie.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My last interview for a job went bad because I know the interviewer didn't like my tie.,disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My last interview for a job went bad because I know the interviewer didn't like my tie.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",My last interview for a job went bad because I know the interviewer didn't like my tie.,helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: My last interview for a job went bad because I know the interviewer didn't like my tie.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I am a stay at home mome. I will never have a job outside the home again.,Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I am a stay at home mome. I will never have a job outside the home again.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I am a stay at home mome. I will never have a job outside the home again.,anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I am a stay at home mome. I will never have a job outside the home again.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I am a stay at home mome. I will never have a job outside the home again.,anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I am a stay at home mome. I will never have a job outside the home again.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I am a stay at home mome. I will never have a job outside the home again.,disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I am a stay at home mome. I will never have a job outside the home again.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I am a stay at home mome. I will never have a job outside the home again.,helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I am a stay at home mome. I will never have a job outside the home again.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I'm about to graduate college, but I still have a lot of hard classes left to take.",Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm about to graduate college, but I still have a lot of hard classes left to take.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I'm about to graduate college, but I still have a lot of hard classes left to take.",anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm about to graduate college, but I still have a lot of hard classes left to take.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I'm about to graduate college, but I still have a lot of hard classes left to take.",anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm about to graduate college, but I still have a lot of hard classes left to take.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I'm about to graduate college, but I still have a lot of hard classes left to take.",disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm about to graduate college, but I still have a lot of hard classes left to take.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I'm about to graduate college, but I still have a lot of hard classes left to take.",helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm about to graduate college, but I still have a lot of hard classes left to take.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I failed a color seeing test, I will never be able to drive again.",Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I failed a color seeing test, I will never be able to drive again.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I failed a color seeing test, I will never be able to drive again.",anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I failed a color seeing test, I will never be able to drive again.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I failed a color seeing test, I will never be able to drive again.",anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I failed a color seeing test, I will never be able to drive again.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I failed a color seeing test, I will never be able to drive again.",disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I failed a color seeing test, I will never be able to drive again.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}","I failed a color seeing test, I will never be able to drive again.",helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I failed a color seeing test, I will never be able to drive again.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.,helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I broke my arm while skiing.  It is because I am such a bad person who lacks responsibility.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",One of my steps broke the other day. I'm terrible with home maintenance.,Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: One of my steps broke the other day. I'm terrible with home maintenance.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",One of my steps broke the other day. I'm terrible with home maintenance.,anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: One of my steps broke the other day. I'm terrible with home maintenance.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",One of my steps broke the other day. I'm terrible with home maintenance.,anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: One of my steps broke the other day. I'm terrible with home maintenance.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",One of my steps broke the other day. I'm terrible with home maintenance.,disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: One of my steps broke the other day. I'm terrible with home maintenance.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",One of my steps broke the other day. I'm terrible with home maintenance.,helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: One of my steps broke the other day. I'm terrible with home maintenance.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I'm divorced. I'll probably die soon and nobody will care for my children.,Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm divorced. I'll probably die soon and nobody will care for my children.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I'm divorced. I'll probably die soon and nobody will care for my children.,anger,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm divorced. I'll probably die soon and nobody will care for my children.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I'm divorced. I'll probably die soon and nobody will care for my children.,anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm divorced. I'll probably die soon and nobody will care for my children.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I'm divorced. I'll probably die soon and nobody will care for my children.,disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm divorced. I'll probably die soon and nobody will care for my children.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I'm divorced. I'll probably die soon and nobody will care for my children.,helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of diary of individual with mental issues. please include given sentence as it is, and make the paragraph to feel emotion. given sentence: I'm divorced. I'll probably die soon and nobody will care for my children.. emotion: helplessness"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I like my cats. I think one day they will plot against me and eat me in my sleep.,Depression,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep.. emotion: Depression"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I like my cats. I think one day they will plot against me and eat me in my sleep.,anger,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep.. emotion: anger"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I like my cats. I think one day they will plot against me and eat me in my sleep.,anxiety,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep.. emotion: anxiety"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I like my cats. I think one day they will plot against me and eat me in my sleep.,disappointment,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep.. emotion: disappointment"
meta-llama/Llama-3.2-3B-Instruct,1024,0.6,,,,meta-llama/Llama-3.2-3B-Instruct_1024_0.6_N_N_N,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: {distorted_thought}. emotion: {emotion}",I like my cats. I think one day they will plot against me and eat me in my sleep.,helplessness,"I want you to write an paragraph including 4 to 6 sentences in the form of the diary of individual with mental health issues. please include given sentence as they are, and make the paragraph to feel emotion. given sentence: I like my cats. I think one day they will plot against me and eat me in my sleep.. emotion: helplessness"
